trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size>

s2	4.74727	9	1	0
d	5.01665	9	1	1
s2	5.01665	10	1	0
d	5.34106	10	0	0
s2	6.54005	11	1	0
d	6.70609	11	0	0
s2	7.49473	12	1	0
d	7.75208	12	0	0
s2	8.14459	13	1	0
d	8.58576	13	1	1
s2	8.58576	14	1	0
d	8.71569	14	0	0
s2	8.78258	15	1	0
d	10.3607	15	1	2
s2	10.3607	16	1	1
d	10.3781	16	1	1
s2	10.3781	17	1	0
d	10.4765	17	1	1
s2	10.4765	18	1	0
d	10.5791	18	0	0
s2	11.1879	19	1	0
d	11.685	19	0	0
s2	11.8168	20	1	0
d	12.0533	20	1	1
s2	12.0533	21	1	0
d	12.6913	21	1	5
s2	12.6913	22	1	4
d	12.7568	22	1	4
s2	12.7568	23	1	3
d	12.9372	23	1	3
s2	12.9372	24	1	2
d	13.5128	24	1	4
s2	13.5128	25	1	3
d	13.9376	25	1	4
s2	13.9376	26	1	3
d	14.6361	26	1	6
s2	14.6361	27	1	5
d	14.6534	27	1	5
s2	14.6534	28	1	4
d	14.6807	28	1	4
s2	14.6807	29	1	3
d	14.8803	29	1	4
s2	14.8803	30	1	3
d	14.9356	30	1	3
s2	14.9356	31	1	2
d	15.3187	31	1	3
s2	15.3187	32	1	2
d	15.4195	32	1	2
s2	15.4195	33	1	1
d	15.6085	33	1	2
s2	15.6085	34	1	1
d	15.6668	34	1	1
s2	15.6668	35	1	0
d	15.8973	35	0	0
s2	16.1104	36	1	0
d	16.2963	36	1	1
s2	16.2963	37	1	0
d	16.3532	37	1	1
s2	16.3532	38	1	0
d	16.8933	38	1	2
s2	16.8933	39	1	1
d	16.9136	39	1	1
s2	16.9136	40	1	0
d	17.3307	40	1	1
s2	17.3307	41	1	0
d	17.391	41	0	0
s2	17.9268	42	1	0
d	20.0691	42	1	5
s2	20.0691	43	1	4
d	20.2791	43	1	5
s2	20.2791	44	1	4
d	20.3052	44	1	4
s2	20.3052	45	1	3
d	20.8589	45	1	6
s2	20.8589	46	1	5
d	21.1343	46	1	8
s2	21.1343	47	1	7
d	21.6675	47	1	8
s2	21.6675	48	1	7
d	21.819	48	1	8
s2	21.819	49	1	7
d	22.1458	49	1	8
s2	22.1458	50	1	7
d	22.7013	50	1	9
s2	22.7013	51	1	8
d	22.8013	51	1	8
s2	22.8013	52	1	7
d	22.965	52	1	8
s2	22.965	53	1	7
d	23.0375	53	1	8
s2	23.0375	54	1	7
d	23.0848	54	1	7
s2	23.0848	55	1	6
d	23.1157	55	1	6
s2	23.1157	56	1	5
d	23.2779	56	1	5
s2	23.2779	57	1	4
d	23.3839	57	1	4
s2	23.3839	58	1	3
d	24.4311	58	1	6
s2	24.4311	59	1	5
d	25.1713	59	1	9
s2	25.1713	60	1	8
d	25.2374	60	1	8
s2	25.2374	61	1	7
d	25.4397	61	1	7
s2	25.4397	62	1	6
d	25.7072	62	1	6
s2	25.7072	63	1	5
d	26.0052	63	1	6
s2	26.0052	64	1	5
d	26.2355	64	1	5
s2	26.2355	65	1	4
d	26.862	65	1	6
s2	26.862	66	1	5
d	26.8759	66	1	5
s2	26.8759	67	1	4
d	26.9211	67	1	4
s2	26.9211	68	1	3
d	27.0283	68	1	3
s2	27.0283	69	1	2
d	27.4296	69	1	4
s2	27.4296	70	1	3
d	27.6446	70	1	3
s2	27.6446	71	1	2
d	27.8096	71	1	2
s2	27.8096	72	1	1
d	27.8246	72	1	1
s2	27.8246	73	1	0
d	28.7004	73	1	4
s2	28.7004	74	1	3
d	28.8989	74	1	3
s2	28.8989	75	1	2
d	29.036	75	1	2
s2	29.036	76	1	1
d	29.7583	76	1	5
s2	29.7583	77	1	4
d	29.9252	77	1	5
s2	29.9252	78	1	4
d	30.0403	78	1	4
s2	30.0403	79	1	3
d	30.8058	79	1	6
s2	30.8058	80	1	5
d	30.8864	80	1	6
s2	30.8864	81	1	5
d	30.9015	81	1	5
s2	30.9015	82	1	4
d	31.055	82	1	5
s2	31.055	83	1	4
d	31.731	83	1	6
s2	31.731	84	1	5
d	32.1007	84	1	6
s2	32.1007	85	1	5
d	32.7766	85	1	5
s2	32.7766	86	1	4
d	32.832	86	1	5
s2	32.832	87	1	4
d	32.9407	87	1	6
s2	32.9407	88	1	5
d	33.1016	88	1	5
s2	33.1016	89	1	4
d	33.61	89	1	5
s2	33.61	90	1	4
d	33.7672	90	1	4
s2	33.7672	91	1	3
d	34.1259	91	1	3
s2	34.1259	92	1	2
d	34.5063	92	1	2
s2	34.5063	93	1	1
d	34.8399	93	1	4
s2	34.8399	94	1	3
d	34.8748	94	1	3
s2	34.8748	95	1	2
d	35.519	95	1	5
s2	35.519	96	1	4
d	36.4242	96	1	4
s2	36.4242	97	1	3
d	36.7072	97	1	3
s2	36.7072	98	1	2
d	36.8926	98	1	2
s2	36.8926	99	1	1
d	37.2914	99	1	1
s2	37.2914	100	1	0
d	37.4919	100	0	0
s2	inf	93	1	0
d	inf	93	0	0
s2	inf	94	1	0
d	inf	94	0	0
s2	inf	95	1	0
d	inf	95	0	0
s2	inf	96	1	0
d	inf	96	0	0
s2	inf	97	1	0
d	inf	97	0	0
s2	inf	98	1	0
d	inf	98	0	0
s2	inf	99	1	0
d	inf	99	0	0
s2	inf	100	1	0
d	inf	100	0	0
