trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size>

a	0.334182	1	0	0
s	0.334182	1	1	0
d	0.391528	1	0	0
a	0.416358	2	0	0
s	0.416358	2	1	0
d	0.437589	2	0	0
a	0.443166	3	0	0
s	0.443166	3	1	0
a	0.495617	4	1	0
d	0.516592	3	1	1
s	0.516592	4	1	0
d	0.5318	4	0	0
a	0.872706	5	0	0
s	0.872706	5	1	0
a	0.968467	6	1	0
d	0.973645	5	1	1
s	0.973645	6	1	0
d	0.974802	6	0	0
a	1.44937	7	0	0
s	1.44937	7	1	0
a	1.47737	8	1	0
a	1.50277	9	1	1
d	1.51255	7	1	2
s	1.51255	8	1	1
a	1.54827	10	1	1
a	1.5881	11	1	2
d	1.69199	8	1	3
s	1.69199	9	1	2
d	1.7418	9	1	2
s	1.7418	10	1	1
a	1.80608	12	1	1
d	1.80722	10	1	2
s	1.80722	11	1	1
a	1.80834	13	1	1
d	1.81494	11	1	2
s	1.81494	12	1	1
a	1.83921	14	1	1
a	1.87781	15	1	2
a	1.98431	16	1	3
a	1.98447	17	1	4
d	2.0099	12	1	5
s	2.0099	13	1	4
a	2.05585	18	1	4
a	2.06456	19	1	5
d	2.14225	13	1	6
s	2.14225	14	1	5
d	2.38017	14	1	5
s	2.38017	15	1	4
d	2.38864	15	1	4
s	2.38864	16	1	3
a	2.46045	20	1	3
a	2.48701	21	1	4
d	2.51742	16	1	5
s	2.51742	17	1	4
a	2.53032	22	1	4
d	2.5898	17	1	5
s	2.5898	18	1	4
a	2.60947	23	1	4
d	2.61941	18	1	5
s	2.61941	19	1	4
a	2.64738	24	1	4
a	2.65	25	1	5
a	2.66475	26	1	6
d	2.69751	19	1	7
s	2.69751	20	1	6
d	2.74875	20	1	6
s	2.74875	21	1	5
d	2.77954	21	1	5
s	2.77954	22	1	4
a	2.80071	27	1	4
d	2.83534	22	1	5
s	2.83534	23	1	4
a	2.85161	28	1	4
a	2.89437	29	1	5
a	2.93883	30	1	6
a	2.95312	31	1	7
d	3.02402	23	1	8
s	3.02402	24	1	7
d	3.09497	24	1	7
s	3.09497	25	1	6
d	3.13068	25	1	6
s	3.13068	26	1	5
a	3.16503	32	1	5
d	3.19904	26	1	6
s	3.19904	27	1	5
d	3.20901	27	1	5
s	3.20901	28	1	4
d	3.2457	28	1	4
s	3.2457	29	1	3
a	3.26073	33	1	3
a	3.30334	34	1	4
d	3.36509	29	1	5
s	3.36509	30	1	4
d	3.36849	30	1	4
s	3.36849	31	1	3
a	3.43603	35	1	3
d	3.55607	31	1	4
s	3.55607	32	1	3
d	3.63046	32	1	3
